dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,ae,mse,2,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,0.341074221001731,2,2.088846206665039,,,,0.5158886909484863,0.5158886909484863,,0.3529429373917756,0.002841189984330118,success,23.064141988754272
pbmc3k,ae,mse,2,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,0.34044841572090434,2,2.0348081588745117,,,,0.5377868413925171,0.5377868413925171,,0.3261742220984565,0.002962644524289965,success,3.47442364692688
pbmc3k,ae,mse,2,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,0.3132904313228749,2,1.0994796752929688,,,,0.5309560298919678,0.5309560298919678,,0.31703179037129436,0.002788626422983468,success,3.605465888977051
