dataset,model_type,loss_type,K,recommended_d,selection_metric,selection_score,mean_ari,mean_silhouette_kmeans,report_scope
scvi_pbmc12k,ae,mse,9,16,ari,0.6806592629523297,0.6806592629523297,0.39072950184345245,primary
scvi_pbmc12k,ae,nb,9,32,ari,0.6783935513789068,0.6783935513789068,0.31944210827350616,primary
scvi_pbmc12k,scvi,nb,9,4,ari,0.6662135919395632,0.6662135919395632,0.40721380710601807,primary
scvi_pbmc12k,vae,mse,9,4,ari,0.030907042363237495,0.030907042363237495,0.1953504979610443,primary
scvi_pbmc12k,vae,nb,9,32,ari,0.6814694216016282,0.6814694216016282,0.38019540905952454,primary
