dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,ae,nb,6,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,714.6879918981482,32,2.0667972564697266,56.2880859375,,,0.3338843882083893,0.3338843882083893,,0.3670012538079862,0.003157442317830472,success,2.5527682304382324
pbmc3k,ae,nb,8,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,737.6306161385995,20,2.0835981369018555,56.29296875,,,0.37424778938293457,0.37424778938293457,,0.3829839529814544,0.003036701572703629,success,1.7097728252410889
pbmc3k,ae,nb,8,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,758.6150119357638,59,2.1061086654663086,56.29296875,,,0.28615689277648926,0.28615689277648926,,0.36645927914866694,0.002882990897584104,success,4.452544689178467
pbmc3k,ae,nb,8,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,701.2405241789642,54,2.0985336303710938,56.29296875,,,0.30626216530799866,0.30626216530799866,,0.35678499738375347,0.0030475020796442145,success,3.9465250968933105
pbmc3k,ae,nb,10,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,737.6137962058739,27,2.0920238494873047,56.2978515625,,,0.31009143590927124,0.31009143590927124,,0.3810445851749844,0.0029303850779737054,success,2.19345760345459
pbmc3k,ae,nb,10,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,780.3246839735243,24,2.0970840454101562,56.2978515625,,,0.33219847083091736,0.33219847083091736,,0.37433278803472164,0.0030167344755842405,success,2.0437369346618652
pbmc3k,ae,nb,10,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,710.6295907479746,68,2.1181230545043945,56.2978515625,,,0.2587566375732422,0.2587566375732422,,0.36355523621594465,0.002945927578597158,success,5.07161283493042
pbmc3k,ae,nb,12,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,730.0837596752026,27,2.0915842056274414,56.302734375,,,0.3157731890678406,0.3157731890678406,,0.3852671715948317,0.003043621774647509,success,2.1525256633758545
pbmc3k,ae,nb,12,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,789.6882618091724,22,2.081498146057129,56.302734375,,,0.3478982448577881,0.3478982448577881,,0.37877670482352926,0.0029969113149405377,success,1.7918915748596191
pbmc3k,ae,nb,12,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,724.9951000072338,27,2.09597110748291,56.302734375,,,0.30886420607566833,0.30886420607566833,,0.369956284099155,0.003007045383977836,success,2.3263027667999268
pbmc3k,ae,nb,16,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,732.25961416739,24,2.089609146118164,56.3125,,,0.34113892912864685,0.34113892912864685,,0.38176835024798356,0.0032149147765297183,success,2.0372836589813232
pbmc3k,ae,nb,16,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,768.5147076642072,54,2.0991086959838867,56.3125,,,0.3210037648677826,0.3210037648677826,,0.3705520241348832,0.002913922175687355,success,4.162729740142822
pbmc3k,ae,nb,16,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,717.6825692635996,27,2.096151351928711,56.3125,,,0.3185238242149353,0.3185238242149353,,0.36792012210245484,0.0028269103920011297,success,2.2460505962371826
pbmc3k,ae,nb,20,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,736.0626451280382,25,2.1007747650146484,56.322265625,,,0.32319968938827515,0.32319968938827515,,0.38693131473329334,0.003040632143396682,success,2.1115379333496094
pbmc3k,ae,nb,20,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,786.2657628942419,23,2.087754249572754,56.322265625,,,0.40831997990608215,0.40831997990608215,,0.37857496782585426,0.0029538209847863634,success,1.965162754058838
pbmc3k,ae,nb,20,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,723.0079843026621,27,2.0968637466430664,56.322265625,,,0.33257994055747986,0.33257994055747986,,0.3701148231824239,0.00296293576376163,success,2.2024011611938477
pbmc3k,ae,nb,24,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,736.2202139395255,27,2.0898303985595703,56.33203125,,,0.3139193058013916,0.3139193058013916,,0.3852692590819465,0.0030658545343979667,success,2.167738437652588
pbmc3k,ae,nb,24,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,773.0072098343461,49,2.076645851135254,56.33203125,,,0.31292200088500977,0.31292200088500977,,0.37510195462792006,0.0028297899896134225,success,3.6217265129089355
pbmc3k,ae,nb,24,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,722.328581181279,35,2.1090431213378906,56.33203125,,,0.3585137724876404,0.3585137724876404,,0.36777458632433857,0.0029069609126606004,success,2.7348949909210205
pbmc3k,ae,nb,32,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,724.046795880353,73,2.076613426208496,56.3515625,,,0.27687975764274597,0.27687975764274597,,0.3763746837774912,0.0029396237645208123,success,5.168636083602905
pbmc3k,ae,nb,32,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,791.239850531684,21,2.0923118591308594,56.3515625,,,0.3472353518009186,0.3472353518009186,,0.3776753701545574,0.0030155314125925995,success,1.7721545696258545
pbmc3k,ae,nb,32,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,723.9933015046296,34,2.0968799591064453,56.3515625,,,0.3011230528354645,0.3011230528354645,,0.36851661448125483,0.002967825492728278,success,2.712254524230957
pbmc3k,ae,nb,48,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,735.8142031069156,23,2.09267520904541,56.390625,,,0.325533926486969,0.325533926486969,,0.3877574512252101,0.0030006809755403034,success,1.9376940727233887
pbmc3k,ae,nb,48,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,786.704308629919,22,2.096442222595215,56.390625,,,0.3580001890659332,0.3580001890659332,,0.3783134345655088,0.002932185680388017,success,1.9069321155548096
pbmc3k,ae,nb,48,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,727.4134792751736,28,2.085458755493164,56.390625,,,0.32917463779449463,0.32917463779449463,,0.37249710714375533,0.002749150800641887,success,2.399498701095581
pbmc3k,ae,nb,64,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,734.5532439055266,22,2.0822505950927734,56.4296875,,,0.3437810242176056,0.3437810242176056,,0.3841713936240585,0.0028826052047026545,success,1.9963107109069824
pbmc3k,ae,nb,64,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,,,none,759.9911630135996,51,2.0886802673339844,56.4296875,,,0.3325754702091217,0.3325754702091217,,0.3706581104684759,0.0028566955716112785,success,3.7869982719421387
