dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,ae,mse,10,9,2700,2000,43,,,in_memory,unknown,,,,0.2198960139795586,100,2.175541877746582,34.48583984375,0.0006140798919578294,0.0003911816535356147,-0.10758034139871597,0.21400230562245404,0.00036030042831830425,success,7.847124338150024
pbmc3k,ae,mse,10,9,2700,2000,44,,,in_memory,unknown,,,,0.21820668114556208,100,2.213536262512207,34.48583984375,0.0006084551530735263,-0.0001348700010572396,-0.09519103169441223,0.2134745462514736,0.0003664480925495798,success,7.677048683166504
pbmc3k,ae,mse,12,9,2700,2000,42,,,in_memory,unknown,,,,0.21275765233569674,100,2.1932554244995117,34.49072265625,-0.0021660044038931104,-0.0012853389891994622,-0.0940617099404335,0.21227401623019465,0.0003605787529218367,success,7.3413732051849365
pbmc3k,ae,mse,12,9,2700,2000,43,,,in_memory,unknown,,,,0.2181466644560849,90,2.1696252822875977,34.49072265625,0.00011542101141713965,0.000870093378499547,-0.11279027909040451,0.21240532175258353,0.0003623874043991676,success,6.742142200469971
pbmc3k,ae,mse,12,9,2700,2000,44,,,in_memory,unknown,,,,0.21731364406921244,100,2.1922903060913086,34.49072265625,-0.0007104988454325025,-0.001130720552780343,-0.05501328036189079,0.21223780751228333,0.0003658257196820022,success,7.740118503570557
pbmc3k,ae,mse,16,9,2700,2000,42,,,in_memory,unknown,,,,0.21356125992757302,88,2.1655426025390625,34.50048828125,0.001052149501158499,-0.0005780942320923397,-0.053515490144491196,0.21353967384055808,0.00036334230413570583,success,6.63249659538269
pbmc3k,ae,mse,16,9,2700,2000,43,,,in_memory,unknown,,,,0.2181255105468962,100,2.1984901428222656,34.50048828125,-4.833464229997585e-05,-0.0012250078258704891,-0.07499826699495316,0.21221346347420303,0.0003618577773291119,success,7.503294467926025
pbmc3k,ae,mse,16,9,2700,2000,44,,,in_memory,unknown,,,,0.21687147087521022,100,2.225632667541504,34.50048828125,-9.82925827735248e-05,-0.0011652900565391527,-0.07546169310808182,0.2111143567164739,0.00036165846647229194,success,7.89223313331604
pbmc3k,ae,mse,20,9,2700,2000,42,,,in_memory,unknown,,,,0.21350250685656513,100,2.196017265319824,34.51025390625,0.0015369457768138295,-0.0005975484449848329,-0.03639985993504524,0.21325825221008723,0.00036095854858264045,success,7.518194198608398
pbmc3k,ae,mse,20,9,2700,2000,43,,,in_memory,unknown,,,,0.21880891488658058,96,2.1923904418945312,34.51025390625,-0.0013965353809954517,0.00025624060577820546,-0.062490347772836685,0.2132926196080667,0.0003628755446125411,success,7.266254186630249
pbmc3k,ae,mse,20,9,2700,2000,44,,,in_memory,unknown,,,,0.21737385579833277,87,2.167734146118164,34.51025390625,-0.0008879841403925455,3.470602785101838e-05,-0.11115536093711853,0.21257714008843456,0.000359186809731257,success,6.440643787384033
pbmc3k,ae,mse,24,9,2700,2000,42,,,in_memory,unknown,,,,0.21291065712769827,100,2.1671876907348633,34.52001953125,0.0021678191019720663,0.0019758333584526636,-0.07295698672533035,0.21201050683304115,0.00036151365542190256,success,7.332509517669678
pbmc3k,ae,mse,24,9,2700,2000,43,,,in_memory,unknown,,,,0.2182804556908431,94,2.16782283782959,34.52001953125,-0.0010626380458485687,-0.0008139800344864834,-0.07097164541482925,0.21263197521368662,0.00035900574001768257,success,7.055778980255127
pbmc3k,ae,mse,24,9,2700,2000,44,,,in_memory,unknown,,,,0.21795592021059107,82,2.147343635559082,34.52001953125,3.117367739564794e-05,-8.710204087340463e-05,-0.061179108917713165,0.2135873673359553,0.0003621442859114738,success,6.282665729522705
pbmc3k,ae,mse,32,9,2700,2000,42,,,in_memory,unknown,,,,0.21359610943882554,100,2.1765499114990234,34.53955078125,0.0002483958902974726,-0.0008398218591407423,-0.07039999216794968,0.21300740588594366,0.00036153931949326834,success,7.470720052719116
pbmc3k,ae,mse,32,9,2700,2000,43,,,in_memory,unknown,,,,0.21899012371345802,95,2.176788330078125,34.53955078125,0.0010603749552119796,-0.0011677074312320534,-0.04707464575767517,0.21304316999735656,0.0003567527915543308,success,7.087973117828369
pbmc3k,ae,mse,32,9,2700,2000,44,,,in_memory,unknown,,,,0.21717010957223398,100,2.2173805236816406,34.53955078125,-0.0011129611427853918,-0.0010383969508354915,-0.1353827863931656,0.2121592108629368,0.0003545127549922141,success,7.600249528884888
pbmc3k,ae,mse,48,9,2700,2000,42,,,in_memory,unknown,,,,0.2127832951369109,100,2.1868410110473633,34.57861328125,0.0005308361899310537,-0.0010315081923553964,-0.03614278882741928,0.21219189745408518,0.000363939997819052,success,7.492029905319214
pbmc3k,ae,mse,48,9,2700,2000,43,,,in_memory,unknown,,,,0.2191648461200573,86,2.155470848083496,34.57861328125,0.0022850702999485037,-0.0003994221141503049,-0.22458988428115845,0.21303304899621892,0.0003584202720297328,success,6.4302589893341064
pbmc3k,ae,mse,48,9,2700,2000,44,,,in_memory,unknown,,,,0.2180307008602001,87,2.173063278198242,34.57861328125,-0.0012732985299974302,0.0017925349928483794,-0.0612834095954895,0.21340835953200304,0.00035875268013921486,success,6.557673692703247
pbmc3k,ae,mse,64,9,2700,2000,42,,,in_memory,unknown,,,,0.21318191013954305,100,2.178891181945801,34.61767578125,-0.001101468641729495,0.0008778523945065941,-0.08110373467206955,0.21268360683211573,0.000364261208965451,success,7.442182302474976
pbmc3k,ae,mse,64,9,2700,2000,43,,,in_memory,unknown,,,,0.21910978732285677,78,2.1759586334228516,34.61767578125,-0.0018913949061134018,0.00040042746072330664,-0.11714581400156021,0.2138116756854234,0.00036229035797229956,success,6.382192850112915
pbmc3k,ae,mse,64,9,2700,2000,44,,,in_memory,unknown,,,,0.21743296296508224,100,2.1884727478027344,34.61767578125,-3.779427063024841e-05,0.00089549069547886,-0.07218790799379349,0.21195028817212141,0.00036501695206756955,success,7.53266167640686
pbmc3k,vae,mse,2,9,2700,2000,42,,,in_memory,unknown,,,,0.25692619857964694,63,2.0782623291015625,34.4765625,0.000588006522319467,-0.0012174768005364317,-0.12235495448112488,0.2623813803549166,0.00035779890374684103,success,5.107961177825928
pbmc3k,vae,mse,2,9,2700,2000,43,,,in_memory,unknown,,,,0.2689114243895919,42,2.1191024780273438,34.4765625,0.00018134307479398837,0.0006858326702804055,-0.093532994389534,0.262404610492565,0.00035931787683219507,success,3.580028772354126
pbmc3k,vae,mse,2,9,2700,2000,44,,,in_memory,unknown,,,,0.2619081256566224,39,2.123480796813965,34.4765625,-0.0006490656562904567,0.0002368127651519562,-0.0974510908126831,0.26250837613035133,0.00035398497671322224,success,3.2477192878723145
pbmc3k,vae,mse,4,9,2700,2000,42,,,in_memory,unknown,,,,0.2570498521681185,37,2.0804567337036133,34.49072265625,0.001034003595910389,-0.0007654224793279907,-0.03597962483763695,0.26251305165114225,0.0003344830489207444,success,3.3560538291931152
pbmc3k,vae,mse,4,9,2700,2000,43,,,in_memory,unknown,,,,0.2690782339484603,42,2.07568359375,34.49072265625,0.0008760052536308633,0.000863213725183229,-0.07089120149612427,0.26258056640625,0.000253112578716241,success,3.545576810836792
pbmc3k,vae,mse,4,9,2700,2000,44,,,in_memory,unknown,,,,0.26179041862487795,55,2.0888986587524414,34.49072265625,-0.0023471359748641653,-0.0004593037443952921,-0.11517690867185593,0.26247010063242027,0.0003388446988189555,success,4.514235258102417
pbmc3k,vae,mse,6,9,2700,2000,42,,,in_memory,unknown,,,,0.25716779033342996,34,2.104336738586426,34.5048828125,0.0020798403866715554,0.0017458927376057416,-0.07813344895839691,0.2627873863555767,8.031723747153274e-05,success,3.1412694454193115
pbmc3k,vae,mse,6,9,2700,2000,43,,,in_memory,unknown,,,,0.26915019728519296,50,2.0901641845703125,34.5048828125,-0.0018065857285180387,0.00035538325510619677,-0.10155804455280304,0.2624233622904177,8.093519581842648e-05,success,4.299605131149292
pbmc3k,vae,mse,6,9,2700,2000,44,,,in_memory,unknown,,,,0.261973700037709,52,2.086319923400879,34.5048828125,-0.002066531461378816,-0.0006436043646661761,-0.11415483057498932,0.26248250480051394,9.59321115370408e-05,success,4.615854740142822
pbmc3k,vae,mse,8,9,2700,2000,42,,,in_memory,unknown,,,,0.2569797072145674,60,2.078472137451172,34.51904296875,-0.00033697403181302083,0.00016128654288614672,-0.12682151794433594,0.26240019211062676,0.0002726730757503678,success,4.820876598358154
pbmc3k,vae,mse,8,9,2700,2000,43,,,in_memory,unknown,,,,0.26898356057979445,55,2.101024627685547,34.51904296875,-0.0004499758055400187,-0.0006422077080188997,-0.05705072358250618,0.2625281812085046,8.880497191460274e-05,success,4.96823787689209
pbmc3k,vae,mse,8,9,2700,2000,44,,,in_memory,unknown,,,,0.26193601776052405,38,2.1075611114501953,34.51904296875,0.0002505195844787744,-0.0020178355089753193,-0.052163876593112946,0.2627796787244302,0.00011010158092642957,success,3.391880512237549
pbmc3k,vae,mse,10,9,2700,2000,42,,,in_memory,unknown,,,,0.25711422430144415,48,2.095156669616699,34.533203125,-0.0004583294855901546,-0.0010922798856665959,-0.09617199003696442,0.26267890139862343,0.00011877637779419015,success,3.9559121131896973
pbmc3k,vae,mse,10,9,2700,2000,43,,,in_memory,unknown,,,,0.2690740410928373,44,2.08895206451416,34.533203125,0.000278432162766352,-0.0013637120357892051,-0.18201063573360443,0.26274707034782124,9.7854447017477e-05,success,3.7428395748138428
pbmc3k,vae,mse,10,9,2700,2000,44,,,in_memory,unknown,,,,0.26194146739112006,52,2.096141815185547,34.533203125,-0.001704648338244118,0.0006250913214037352,-0.16413460671901703,0.26259182276549164,0.000115374691493476,success,4.423002481460571
pbmc3k,vae,mse,12,9,2700,2000,42,,,in_memory,unknown,,,,0.2571787048269201,52,2.089594841003418,34.54736328125,-0.0011225959744130445,-0.002482056562809096,-0.16078510880470276,0.2626924898006298,0.0001349794233555004,success,4.274942636489868
pbmc3k,vae,mse,12,9,2700,2000,43,,,in_memory,unknown,,,,0.2691921132582205,66,2.0971784591674805,34.54736328125,0.0007850749819905603,0.0001300804411116859,-0.13000060617923737,0.2624981877538893,0.00013920006031989865,success,5.24507999420166
pbmc3k,vae,mse,12,9,2700,2000,44,,,in_memory,unknown,,,,0.26214959466898885,50,2.0696611404418945,34.54736328125,-0.0005515853827646747,0.00256046651367515,-0.12232035398483276,0.2627344013143469,0.000144365611115421,success,8.112723350524902
pbmc3k,vae,mse,16,9,2700,2000,42,,,in_memory,unknown,,,,0.25714118304076017,81,2.1132049560546875,34.57568359375,-0.001020137023814704,-0.00028686365353308956,-0.08491908013820648,0.26236455815809745,0.00014207134994852392,success,6.174199819564819
pbmc3k,vae,mse,16,9,2700,2000,43,,,in_memory,unknown,,,,0.2691897588747519,56,2.0930252075195312,34.57568359375,-0.0009178073752685886,0.0001443090920732859,-0.18427474796772003,0.262733738289939,0.00016072606166558768,success,4.492322206497192
pbmc3k,vae,mse,16,9,2700,2000,44,,,in_memory,unknown,,,,0.26193897437166286,80,2.107161521911621,34.57568359375,-0.0020590647866057478,0.0013346998906844697,-0.12366653233766556,0.26253265928339076,0.00013726462972326413,success,5.964193344116211
pbmc3k,vae,mse,20,9,2700,2000,42,,,in_memory,unknown,,,,0.2570984760920207,56,2.098367691040039,34.60400390625,0.0015433985947800103,0.00011951520261812884,-0.022795544937253,0.26272069502759865,0.00015596568773122322,success,4.667433500289917
pbmc3k,vae,mse,20,9,2700,2000,43,,,in_memory,unknown,,,,0.26918392600836577,67,2.0972557067871094,34.60400390625,-0.0005761281785027257,0.0010186797534335178,-0.11384414881467819,0.2626206464679153,0.00013338799982914268,success,5.164492845535278
pbmc3k,vae,mse,20,9,2700,2000,44,,,in_memory,unknown,,,,0.2623671156388742,43,2.078547477722168,34.60400390625,-0.0007250875929598361,0.0007088645367036332,-0.026787016540765762,0.26319857270629315,0.0001347775843928675,success,3.6815097332000732
pbmc3k,vae,mse,24,9,2700,2000,42,,,in_memory,unknown,,,,0.25729322058183174,77,2.106670379638672,34.63232421875,0.0015486643040746686,0.0016334808787376283,-0.28995028138160706,0.2625351740695812,0.00012928104829820842,success,5.861806154251099
pbmc3k,vae,mse,24,9,2700,2000,43,,,in_memory,unknown,,,,0.26946831941604615,73,2.0971860885620117,34.63232421875,0.0016327503728731547,-0.00034981244115003156,-0.2146751582622528,0.26270897437025,0.00013498538464506462,success,5.647003650665283
pbmc3k,vae,mse,24,9,2700,2000,44,,,in_memory,unknown,,,,0.26216080519888135,54,2.114260673522949,34.63232421875,0.0008411357785845917,0.0014799123224112083,-0.06861567497253418,0.26282079034381445,0.00016971201662636002,success,4.392734527587891
pbmc3k,vae,mse,32,9,2700,2000,42,,,in_memory,unknown,,,,0.2577477700180478,52,2.094315528869629,34.68896484375,-0.0001630825998666889,-8.787723169434249e-05,-0.06697764992713928,0.2633260449215218,0.0001611554096765542,success,4.399676561355591
pbmc3k,vae,mse,32,9,2700,2000,43,,,in_memory,unknown,,,,0.2696686481987989,84,2.0927791595458984,34.68896484375,-0.0007027439052368092,-0.00030531724398800807,-0.18733051419258118,0.2625889564002002,0.00018382454816700985,success,6.402872562408447
pbmc3k,vae,mse,32,9,2700,2000,44,,,in_memory,unknown,,,,0.26343223805780763,33,2.079197883605957,34.68896484375,0.0008898339784216626,-0.0012727241060394526,-0.1554621309041977,0.26415110835322625,0.00013744254310454006,success,3.119062662124634
pbmc3k,vae,mse,48,9,2700,2000,42,,,in_memory,unknown,,,,0.25765294476791667,94,2.1193466186523438,34.80224609375,0.0032657889427106417,0.0018404685094055183,-0.24449485540390015,0.26276405140205666,0.00013172368446103604,success,6.888917684555054
pbmc3k,vae,mse,48,9,2700,2000,43,,,in_memory,unknown,,,,0.2701997359593709,60,2.0758657455444336,34.80224609375,0.002998542501600052,-0.0008640240248197577,-0.11943567544221878,0.26303576699009645,0.00015657993301955377,success,4.77908182144165
pbmc3k,vae,mse,48,9,2700,2000,44,,,in_memory,unknown,,,,0.2627420010390105,84,2.181900978088379,34.80224609375,-0.0010299576413535841,-0.0008436760357965035,-0.2296680361032486,0.26272226046632835,0.00013662858371968955,success,6.556769847869873
pbmc3k,vae,mse,64,9,2700,2000,42,,,in_memory,unknown,,,,0.25881243061136316,55,2.0963449478149414,34.91552734375,-0.00023634347041171313,-0.0005619213987825028,-0.07238642126321793,0.2630744926576261,0.00014734807387920402,success,4.652165651321411
pbmc3k,vae,mse,64,9,2700,2000,43,,,in_memory,unknown,,,,0.27003295289145574,68,2.107205390930176,34.91552734375,0.0001606374102965153,-0.000735447342339031,-0.1219499409198761,0.2628905122368424,0.0001220639461746781,success,5.309165954589844
pbmc3k,vae,mse,64,9,2700,2000,44,,,in_memory,unknown,,,,0.2635076434523971,58,2.0926103591918945,34.91552734375,0.0005903741044513847,8.116837142882364e-05,-0.03699103370308876,0.26308562543657094,0.00016592952384286296,success,5.247901201248169
pbmc3k,scvi,nb,2,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5344849690365214,0.6939423726542105,0.2682007849216461,635.7571411132812,0.0003530551170562906,success,35.1971378326416
pbmc3k,scvi,nb,2,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5335223057971974,0.6891303435206667,0.2685815691947937,635.9490356445312,0.00035478293964414406,success,24.88166093826294
pbmc3k,scvi,nb,2,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.4858422234389567,0.664394719670272,0.22802485525608063,637.6393432617188,0.00035102954120103434,success,24.979085445404053
pbmc3k,scvi,nb,4,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5601549604141463,0.6759036295302667,0.18209615349769592,621.3706665039062,0.00032360633373945425,success,25.23305869102478
pbmc3k,scvi,nb,4,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5557690055868992,0.6755515001926884,0.19655795395374298,620.4586791992188,0.0003578834947833875,success,25.83590292930603
pbmc3k,scvi,nb,4,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5188562488108478,0.6775065992259527,0.19227328896522522,621.6024780273438,0.00036457048764380645,success,25.396061658859253
pbmc3k,scvi,nb,6,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.508674161295293,0.6675899786588697,0.15473145246505737,613.8284912109375,0.0003636896216281422,success,26.116569995880127
pbmc3k,scvi,nb,6,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5007945396853059,0.6554571740848075,0.1476747840642929,614.8541870117188,0.0003666923583211522,success,25.657619953155518
pbmc3k,scvi,nb,6,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.4870045158832349,0.6475748925677196,0.14755704998970032,615.4286499023438,0.0003597296862685698,success,25.705195426940918
pbmc3k,scvi,nb,8,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5140240366955428,0.6716708025958731,0.1370670050382614,611.0985717773438,0.00031668645909243464,success,25.064465045928955
pbmc3k,scvi,nb,8,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5207088741680941,0.6590746207877359,0.12839463353157043,611.4258422851562,0.00031215719316689397,success,25.161033630371094
pbmc3k,scvi,nb,8,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5406204468438313,0.6669612343466826,0.1328219175338745,610.8378295898438,0.00032604653418728206,success,25.684330463409424
pbmc3k,scvi,nb,10,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5225343698357463,0.6738093035859258,0.11685193330049515,610.0158081054688,0.00029658948430903964,success,25.767170667648315
pbmc3k,scvi,nb,10,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5471426591763665,0.6783838021439564,0.11917344480752945,611.7658081054688,0.0003586938033631012,success,26.17986226081848
pbmc3k,scvi,nb,10,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5405004483264293,0.6696289833983691,0.11383872479200363,611.0819702148438,0.0003158978404286511,success,25.481263637542725
pbmc3k,scvi,nb,12,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5105949989146046,0.6708023057076195,0.09925173223018646,610.6316528320312,0.0003051596154821696,success,25.337265968322754
pbmc3k,scvi,nb,12,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5405563743759045,0.6752290909655393,0.09799424558877945,611.011962890625,0.0003132693501256923,success,25.430341482162476
pbmc3k,scvi,nb,12,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.49649466449664836,0.6540330729085576,0.1076943501830101,610.970947265625,0.0003166801109618729,success,26.374221324920654
pbmc3k,scvi,nb,16,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.6362280526835918,0.7363035786183798,0.09835536032915115,611.1098022460938,0.0002907473746361742,success,25.562724351882935
pbmc3k,scvi,nb,16,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.4875504050968694,0.6665810626553583,0.09578258544206619,612.1644897460938,0.0003669877926053806,success,25.47104239463806
pbmc3k,scvi,nb,16,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5550494454134761,0.6875554014061421,0.09586812555789948,612.3709106445312,0.00024856797849569543,success,25.290205001831055
pbmc3k,scvi,nb,20,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5586992332996822,0.6891813972152322,0.09171666204929352,613.3759155273438,0.0003484550198083663,success,25.37370800971985
pbmc3k,scvi,nb,20,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5196572769930257,0.6754726131669009,0.08972281217575073,614.3067626953125,0.00033861297235048937,success,25.377466201782227
pbmc3k,scvi,nb,20,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.561719173441977,0.6868043015262326,0.08604792505502701,614.6317749023438,0.00029848771507528274,success,25.32106900215149
pbmc3k,scvi,nb,24,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.5725332600372797,0.7011384834937051,0.08314548432826996,615.333251953125,0.00034144446558534935,success,25.47030282020569
pbmc3k,scvi,nb,24,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5669381112503885,0.7111708159797545,0.08206619322299957,617.6395874023438,0.0003656757014091126,success,25.393840312957764
pbmc3k,scvi,nb,24,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5164119778483844,0.6815357017834444,0.08218329399824142,615.2706909179688,0.0003134852808644563,success,25.786782026290894
pbmc3k,scvi,nb,32,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.595425597674078,0.7254584820856421,0.082314133644104,619.8262939453125,0.00035552751067907483,success,25.08372926712036
pbmc3k,scvi,nb,32,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5793926582673963,0.7018806170908973,0.07520164549350739,620.7994995117188,0.0003316979675771767,success,25.95901894569397
pbmc3k,scvi,nb,32,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.6236777381260579,0.7273375421755798,0.08557175099849701,620.2166137695312,0.00032625530314278427,success,25.885313510894775
pbmc3k,scvi,nb,48,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.6313690616206029,0.7313405789864351,0.08151370286941528,625.68408203125,0.00029374397488198727,success,25.59882402420044
pbmc3k,scvi,nb,48,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5592525841010599,0.7044531991449474,0.07139716297388077,626.3635864257812,0.00031970778774524986,success,25.536279678344727
pbmc3k,scvi,nb,48,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5691788531131328,0.6926993058926147,0.0813438817858696,626.3497924804688,0.0003650178241062447,success,25.083117961883545
pbmc3k,scvi,nb,64,9,2700,2000,42,,,in_memory,unknown,,,,,100,,,0.6007106969091971,0.7207742287621602,0.08051279187202454,626.2664794921875,0.0003662950478106242,success,25.472479581832886
pbmc3k,scvi,nb,64,9,2700,2000,43,,,in_memory,unknown,,,,,100,,,0.5723946774168456,0.7111830040106906,0.0735870897769928,627.5930786132812,0.00032973270779452065,success,28.267961740493774
pbmc3k,scvi,nb,64,9,2700,2000,44,,,in_memory,unknown,,,,,100,,,0.5808147239413588,0.6927358429603492,0.07749240100383759,626.849365234375,0.0003586080633777065,success,25.03922390937805
paul15,ae,mse,2,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5350769339026985,94,2.1082143783569336,177.11669921875,7.7120701584308e-05,-0.0013869039958505148,-0.19831694662570953,0.5295849583524488,0.0003591273741532166,success,7.33658504486084
paul15,ae,mse,2,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.522885880627475,100,2.0849809646606445,34.46630859375,0.0006573914880191256,0.0008850426968957672,-0.17203138768672943,0.5284135166978662,0.0003563508168568319,success,7.683670520782471
paul15,ae,mse,2,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5456523973863203,100,2.155947685241699,34.46630859375,0.0009405349828143218,0.0009363025114467859,-0.24108712375164032,0.5289580255637676,0.00035667836561032763,success,7.104186773300171
paul15,ae,mse,4,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.5264186391900311,90,2.1772241592407227,34.47119140625,-0.00017576601885396125,-0.0012405198385330002,-0.08494716882705688,0.5172929882129906,0.0003607283900605608,success,7.657235383987427
paul15,ae,mse,4,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5149885341797993,100,2.178450584411621,34.47119140625,5.3571195723580325e-06,-0.000644700426380465,-0.159967839717865,0.5167183567752768,0.0003621377312948229,success,7.506952285766602
paul15,ae,mse,4,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5367582147811358,99,2.1786022186279297,34.47119140625,-0.0008529212324022436,-0.0006154065064145666,-0.1666330248117447,0.5166713387538225,0.0003618066170903761,success,7.680081605911255
paul15,ae,mse,6,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.522492480802012,100,2.2076187133789062,34.47607421875,-0.0007130482949412374,-0.0024857884739176595,-0.12974418699741364,0.5117091142214262,0.00035987545429928147,success,8.27295970916748
paul15,ae,mse,6,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5116989429180439,100,2.182980537414551,34.47607421875,-2.5089280760628393e-05,-0.0014273367008442342,-0.0942695140838623,0.5107811257952736,0.00036209472151523035,success,7.827334642410278
