dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,label_source_category,label_trust,onboard_source_label_key,onboard_source_batch_key,onboard_source_label_ontology_key,onboard_source_label_ontology_nonnull_fraction,onboard_contract_label_key,onboard_contract_batch_key,ts2_ground_truth_evidence,is_ground_truth_labels,is_untrusted_labels,is_curated_labels,is_inferred_labels,is_synthetic,n_batches,zero_fraction,external_metrics_enabled,external_metrics_note,data_mode,requested_data_mode,effective_data_mode,backed_fallback_reason,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,calinski_harabasz,davies_bouldin,trustworthiness,continuity,silhouette_sampled,silhouette_n_used,silhouette_n_total,batch_silhouette,batch_silhouette_mixing,batch_knn_entropy,batch_metrics_mode,batch_metrics_n_used,batch_metrics_n_total,centrality_mode,centrality_n_used,centrality_n_total,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
scvi_pbmc12k,scvi,nb,4,9,11989,1199,test,2000,43,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8923990825688073,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-678.4096069335938,627.5639265256327,0.9607138621186875,0.8460187575848611,0.8505330148479456,False,1199,1199,0.0035875942558050156,-0.0035875942558050156,0.8761661540043337,full,1199,1199,full,1199,1199,,none,,60,,,0.6466861765322389,0.764618687710469,0.3906591534614563,0.3906591534614563,0.3856222927570343,667.669921875,0.0007586014412258903,success,47.00732111930847
scvi_pbmc12k,scvi,nb,8,9,11989,1199,test,2000,42,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8924562135112594,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-681.3109741210938,260.87725519702985,1.477503152269775,0.8542433556091034,0.8574475370953545,False,1199,1199,0.004915817175060511,-0.004915817175060511,0.8603617240191223,full,1199,1199,full,1199,1199,,none,,60,,,0.6208642173378007,0.7417084041513935,0.25444090366363525,0.25444090366363525,0.27600497007369995,664.22265625,0.0008067889026335681,success,48.56696128845215
scvi_pbmc12k,scvi,nb,8,9,11989,1199,test,2000,43,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8923990825688073,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-681.531494140625,259.47484987461615,1.4271197819899102,0.8532461630143787,0.8635568823445791,False,1199,1199,0.0026522160042077303,-0.0026522160042077303,0.863204348071046,full,1199,1199,full,1199,1199,,none,,60,,,0.5174904316648432,0.7128287086694595,0.24712930619716644,0.24712930619716644,0.27206918597221375,664.0840454101562,0.0007375272850768053,success,47.505964040756226
scvi_pbmc12k,scvi,nb,16,9,11989,1199,test,2000,42,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8924562135112594,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-687.113037109375,169.37483577781592,1.8253996594599746,0.8626535266934592,0.8533835571064328,False,1199,1199,0.003817007876932621,-0.003817007876932621,0.8595486585310472,full,1199,1199,full,1199,1199,,none,,60,,,0.538671908542616,0.7299695004760941,0.1983433961868286,0.1983433961868286,0.21442149579524994,661.371337890625,0.0008151513986351533,success,52.236366987228394
scvi_pbmc12k,scvi,nb,16,9,11989,1199,test,2000,43,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8923990825688073,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-688.514892578125,148.5169294621409,1.8046240627868149,0.8603791712797328,0.859177918346453,False,1199,1199,0.0018505342304706573,-0.0018505342304706573,0.8575783746091867,full,1199,1199,full,1199,1199,,none,,60,,,0.5331249426273228,0.6952123277262822,0.17403064668178558,0.17403064668178558,0.19069039821624756,662.470703125,0.0006920483941810747,success,48.25067472457886
scvi_pbmc12k,scvi,nb,24,9,11989,1199,test,2000,42,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8924562135112594,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-690.6578979492188,129.75094248901644,2.0977155384394393,0.8676037756064563,0.8588839426082049,False,1199,1199,0.0038242482114583254,-0.0038242482114583254,0.8674753862763687,full,1199,1199,full,1199,1199,,none,,60,,,0.5291108900415128,0.7306584684600829,0.1682889610528946,0.1682889610528946,0.18758447468280792,661.1580200195312,0.0007943565420948193,success,48.70463180541992
scvi_pbmc12k,scvi,nb,24,9,11989,1199,test,2000,43,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8923990825688073,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-690.3907470703125,133.70152816050896,1.8966560310582534,0.860851857376249,0.8528668936960482,False,1199,1199,0.0016413112170994282,-0.0016413112170994282,0.8567268078125811,full,1199,1199,full,1199,1199,,none,,60,,,0.5841934049866072,0.7420045517859036,0.1692352443933487,0.1692352443933487,0.1836690604686737,661.76025390625,0.0007846569362657064,success,48.08337926864624
scvi_pbmc12k,scvi,nb,32,9,11989,1199,test,2000,42,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8924562135112594,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-689.540771484375,130.3641079325625,1.8677872115852467,0.8659633097550505,0.8594017264597071,False,1199,1199,0.003804108127951622,-0.003804108127951622,0.8605896169630487,full,1199,1199,full,1199,1199,,none,,60,,,0.614153183631799,0.7564952368656204,0.18824636936187744,0.18824636936187744,0.1936347335577011,660.8636474609375,0.0007517466488425524,success,47.975573778152466
scvi_pbmc12k,scvi,nb,32,9,11989,1199,test,2000,43,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8923990825688073,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,-691.6062622070312,119.71629517231722,2.101588504317979,0.8633451189733398,0.8562649114956559,False,1199,1199,0.0008917079539969563,-0.0008917079539969563,0.8497495057088346,full,1199,1199,full,1199,1199,,none,,60,,,0.5412348637349409,0.6962182851711224,0.15067024528980255,0.15067024528980255,0.18742166459560394,661.3847045898438,0.0007609199614086479,success,47.68152213096619
scvi_pbmc12k,ae,mse,2,9,11989,1199,test,2000,42,batch,labels,provided:labels,provided,ground_truth,,,,,,,False,True,False,True,False,False,2,0.8924562135112594,True,enabled_ground_truth,in_memory,in_memory,in_memory,,e849ec8,,,,,8735.02883831814,0.688916136456068,0.8295285253804423,0.8584405280358878,False,1199,1199,-0.0031016706489026546,0.0031016706489026546,0.8454628891245144,full,1199,1199,full,1199,1199,,none,0.34097146455997024,60,2.094437599182129,76.8271484375,0.6163844351656508,0.7283706713526603,0.5234851241111755,0.5234851241111755,0.4690043330192566,0.3397863176934813,0.000808351959189627,success,13.981552124023438
