formula,parameter,mean,std,ci_2.5,ci_97.5,n_successful_fits
linear,a,0.12643057848621625,0.21693034252543805,-0.02500000279396802,0.6666666666666667,1000
linear,b,2.2366424012928006,6.053648170065167,-10.710588234358152,9.52759002190702,1000
power,a,2.232587166137536,3.6990456855644074,3.2768014943622e-10,8.643507235679262,1000
power,b,1.3066966542035305,2.0922087395711673,-0.27660376975692286,6.897695723343352,1000
sqrt,a,1.4025699644787075,2.1167204558609143,-0.26762358867825675,6.793233892257313,1000
sqrt,b,-1.476788808245757,11.097734758321327,-27.611020036185124,8.54053595418034,1000
logk,a,4.005497803772745,6.074118213465545,-0.8043224018763095,17.184447075716694,1000
logk,b,-7.117933842313322,20.36029974448522,-48.59855580516298,6.9733053569718715,1000
