model_loss,latent_dim,ari_mean,ari_std,ami_mean,sil_mean,sil_std,recon_mean,recon_std,n_seeds
scvi:nb,4,0.3415165431753761,,0.6716240350709938,0.2349282950162887,,411.1045227050781,,1
scvi:nb,6,0.2827833219341319,,0.5972180544046242,0.1755406260490417,,408.420654296875,,1
scvi:nb,8,0.3106636229031857,0.00041809520394880256,0.6236588536236256,0.1422904953360557,0.0048495533669211666,405.8837585449219,0.39105801662172357,2
scvi:nb,10,0.3287619638927829,,0.6389663983963435,0.1282230764627456,,402.9953002929688,,1
scvi:nb,12,0.3163534608231159,,0.6368577340954739,0.1089364886283874,,401.7992858886719,,1
scvi:nb,16,0.3023051935951952,0.016960108401417415,0.6116428663999105,0.08757403492927546,0.004206371385220625,397.2705993652344,0.5208352438573765,2
scvi:nb,24,0.2981771962496147,0.004236231014395467,0.6114553869259493,0.05769696272909635,0.0019133641894513438,392.2877655029297,0.04395680277334586,2
scvi:nb,32,0.3014755644993896,0.028413437087086664,0.6151515701845736,0.0433784499764442,4.684095376376296e-05,387.8069610595703,0.2638918709451382,2
