model_loss,mean_ari,mean_sil,mean_recon
scvi:nb,0.3291423783762367,0.1986555299825138,1253.3951280381943
scvi:zinb,0.3274893955154543,0.1967883068654272,1253.3000183105469
ae:mse,0.3205415178266431,0.21201231868730647,0.5313517430726716
vae:zinb,0.3045984120225713,0.2354554107619656,0.6485299208225348
vae:nb,0.2965551000251449,0.23025930010610152,0.650347141228316
ae:nb,0.2400362998297442,0.26407468981213034,0.6556883249030058
ae:zinb,0.23418612455370738,0.2776906622780693,0.6531103912363414
vae:mse,0.013583977319658307,0.16307511842913092,0.6665013432987928
