dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,requested_data_mode,effective_data_mode,backed_fallback_reason,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,silhouette_sampled,silhouette_n_used,silhouette_n_total,centrality_mode,centrality_n_used,centrality_n_total,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
splatter_k04,ae,nb,2,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5200.91748046875,80,2.2010459899902344,56.2783203125,0.5411469713163519,0.6338435879723433,0.37740498781204224,0.37740498781204224,0.39508169889450073,2.614160919189453,0.0019406710298539164,success,43.52380347251892
splatter_k04,ae,nb,2,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5219.918815104166,80,2.1723718643188477,56.2783203125,0.31044544741834346,0.4217835471166506,0.38731738924980164,0.38731738924980164,0.2501647174358368,2.6057546297709147,0.001760216774207958,success,10.633590936660767
splatter_k04,ae,nb,8,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5191.159635416667,80,2.1001691818237305,56.29296875,0.5472575633421011,0.6355433867964784,0.38382089138031006,0.38382089138031006,0.45290079712867737,2.6092353661855063,,success,10.717794418334961
splatter_k04,ae,nb,8,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5216.0064453125,80,2.087002754211426,56.29296875,1.0,1.0,0.489101380109787,0.489101380109787,0.489101380109787,2.6038257280985513,,success,10.64448857307434
splatter_k04,ae,nb,16,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5191.5626953125,80,2.1081762313842773,56.3125,1.0,1.0,0.47502344846725464,0.47502344846725464,0.47502344846725464,2.6094022750854493,,success,10.832310914993286
splatter_k04,ae,nb,16,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5209.959049479166,80,2.0939626693725586,56.3125,0.37940061904281697,0.5387009099251012,0.35595378279685974,0.35595378279685974,0.42375749349594116,2.600843143463135,0.0019325382897007197,success,10.647750616073608
splatter_k04,vae,nb,2,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5309.889680989583,False,480,480,failed,480,480,,none,5281.206477864584,80,2.1039562225341797,56.28857421875,0.6460437119472758,0.806351927867417,0.6285819411277771,0.6285819411277771,0.34944888949394226,2.6518344402313234,,success,11.341417789459229
splatter_k04,vae,nb,2,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5351.121419270833,False,480,480,failed,480,480,,none,5359.79052734375,80,2.080428123474121,56.28857421875,0.7006918155334678,0.770191714182375,0.5095179080963135,0.5095179080963135,0.3951798379421234,2.6719528992970782,,success,11.171292066574097
splatter_k04,vae,nb,8,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5314.097493489583,False,480,480,failed,480,480,,none,5285.77255859375,80,2.2299728393554688,56.3310546875,1.0,1.0,0.6778414845466614,0.6778414845466614,0.6778414845466614,2.6517643769582113,,success,11.666004657745361
splatter_k04,vae,nb,8,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5293.2314453125,False,480,480,failed,480,480,,none,5301.51943359375,80,2.107463836669922,56.3310546875,1.0,1.0,0.6903474926948547,0.6903474926948547,0.6903474926948547,2.6418875058492026,,success,11.402591466903687
splatter_k04,vae,nb,16,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5315.71015625,False,480,480,full,480,480,,none,5287.440462239583,80,2.0937929153442383,56.3876953125,0.40611417715820736,0.5385959138779345,0.3674793839454651,0.3674793839454651,0.22546972334384918,2.6544710477193196,0.0013326751097509201,success,11.414215803146362
splatter_k04,vae,nb,16,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-5321.0703125,False,480,480,full,480,480,,none,5329.803873697917,80,2.096785545349121,56.3876953125,0.11186899874081575,0.20006271940663733,0.3216482996940613,0.3216482996940613,0.035499025136232376,2.6570406754811606,0.0010619822654851891,success,11.432047367095947
splatter_k04,scvi,nb,2,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4951.95361328125,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.8262319564819336,0.8262319564819336,0.8262319564819336,4947.99609375,,success,44.34398794174194
splatter_k04,scvi,nb,2,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4941.2138671875,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.8068296909332275,0.8068296909332275,0.8068296909332275,4937.59814453125,,success,29.510710954666138
splatter_k04,scvi,nb,8,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4975.8525390625,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.5764860510826111,0.5764860510826111,0.5764860510826111,4970.45849609375,,success,28.152944564819336
splatter_k04,scvi,nb,8,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4963.64208984375,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.6520878076553345,0.6520878076553345,0.6520878076553345,4952.58056640625,,success,28.356443166732788
splatter_k04,scvi,nb,16,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4969.724609375,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.5559422373771667,0.5559422373771667,0.5559422373771667,4954.03662109375,,success,28.363446474075317
splatter_k04,scvi,nb,16,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,-4964.56591796875,False,480,480,failed,480,480,,none,,80,,,1.0,1.0,0.45043885707855225,0.45043885707855225,0.45043885707855225,4952.138671875,,success,28.553725242614746
