dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,ae,mse,16,9,2700,2000,42,,,in_memory,unknown,,,,0.2569577448897892,50,1529.89453125,34.814453125,0.0,0.0,0.0,0.2623804995748732,0.00016405659163687883,success,3.764681816101074
pbmc3k,ae,mse,16,9,2700,2000,43,,,in_memory,unknown,,,,0.2689385215441386,23,1529.89453125,34.814453125,-0.0010850282706842333,4.4351786827734026e-05,-0.31635618209838867,0.2624640923959238,0.00034078588441033167,success,2.0394277572631836
pbmc3k,ae,mse,16,9,2700,2000,44,,,in_memory,unknown,,,,0.2619515132021021,24,1531.41015625,34.814453125,0.00033572256904168676,0.0010363781092794246,-0.21268011629581451,0.26244205549911215,0.0003291016361130329,success,2.551610231399536
pbmc3k,ae,mse,24,9,2700,2000,42,,,in_memory,unknown,,,,0.2570408796822583,44,1541.91015625,34.833984375,0.0,0.0,-0.0019130321452394128,0.2624437967053166,0.00016405659163688672,success,3.215686321258545
pbmc3k,ae,mse,24,9,2700,2000,43,,,in_memory,unknown,,,,0.26892774369981554,40,1541.91015625,34.833984375,0.0,0.0,0.0,0.26242165477187546,0.00016405659163688262,success,3.1467764377593994
pbmc3k,ae,mse,24,9,2700,2000,44,,,in_memory,unknown,,,,0.26191511352856955,42,1541.91015625,34.833984375,0.0,0.0,0.0,0.26243853679409734,0.00016405659163688268,success,3.052523374557495
pbmc3k,ae,mse,32,9,2700,2000,42,,,in_memory,unknown,,,,0.2570309912716901,34,1541.91015625,34.853515625,0.0,0.0,-0.007846110500395298,0.2624441941137667,0.00016405659163688303,success,2.797215700149536
pbmc3k,ae,mse,32,9,2700,2000,43,,,in_memory,unknown,,,,0.26903222622694795,21,1541.91015625,34.853515625,-0.0017414492592883507,0.0011514454222747571,-0.27041828632354736,0.26250189750282854,0.0002510441031738211,success,1.9091417789459229
pbmc3k,ae,mse,32,9,2700,2000,44,,,in_memory,unknown,,,,0.2619201099431073,30,1541.91015625,34.853515625,0.004212069862914498,6.028362290569236e-05,-0.1163504347205162,0.26251628818335354,,success,2.3840811252593994
pbmc3k,vae,mse,2,9,2700,2000,42,,,in_memory,unknown,,,,0.25707718663745455,21,1627.9921875,34.4208984375,-6.073581102833428e-05,-0.0009614838288278133,-0.09398813545703888,0.262439725001653,0.00036254012195000696,success,2.4981608390808105
pbmc3k,vae,mse,2,9,2700,2000,43,,,in_memory,unknown,,,,0.2690249816135124,44,1693.0703125,34.4208984375,0.0004828481591419095,-0.0010560565971385904,-0.07319743186235428,0.26244019044770134,0.00035682631930383237,success,3.465564012527466
pbmc3k,vae,mse,2,9,2700,2000,44,,,in_memory,unknown,,,,0.2619439003644166,28,1706.9140625,34.4208984375,0.0014232357504537366,0.0013154632230564598,-0.16233190894126892,0.26247563737410085,0.0003593420819933513,success,2.4867749214172363
pbmc3k,vae,mse,4,9,2700,2000,42,,,in_memory,unknown,,,,0.25702780860441704,31,1707.3671875,34.4306640625,-0.0009372671608854609,-0.0009894349695775133,-0.16443605720996857,0.26242855376667445,0.00017501729995234296,success,3.2939603328704834
pbmc3k,vae,mse,4,9,2700,2000,43,,,in_memory,unknown,,,,0.2690527004224283,33,1707.3671875,34.4306640625,0.0005928400715358433,-6.523951224527809e-05,-0.07208243012428284,0.26250143938594395,0.0003658385565633288,success,2.9925920963287354
pbmc3k,vae,mse,4,9,2700,2000,44,,,in_memory,unknown,,,,0.2619047875757571,42,1707.3671875,34.4306640625,0.00033687682688738696,0.0009357306506335057,-0.07002583146095276,0.2624649981657664,0.00011675035673952202,success,3.2777445316314697
pbmc3k,vae,mse,8,9,2700,2000,42,,,in_memory,unknown,,,,0.2570107009675768,50,1707.3671875,34.4501953125,-0.0002171415881102077,-0.0014672882806507721,-0.0874386578798294,0.26242524495831243,0.00022400103092648483,success,4.238199710845947
pbmc3k,vae,mse,8,9,2700,2000,43,,,in_memory,unknown,,,,0.2689090457227495,45,1707.3671875,34.4501953125,0.001690902778504111,0.001560695929064684,-0.060478392988443375,0.2624976533430594,0.00015407215232222685,success,3.609283208847046
pbmc3k,vae,mse,8,9,2700,2000,44,,,in_memory,unknown,,,,0.2619571292841876,31,1707.3671875,34.4501953125,-0.00047939552909751154,-0.0002292055851456057,-0.12192005664110184,0.26246140396153483,0.0002532217494728697,success,3.042451858520508
pbmc3k,vae,mse,12,9,2700,2000,42,,,in_memory,unknown,,,,0.2570851054456499,37,1707.3671875,34.4697265625,0.0002320614378985325,0.0001621951536134224,-0.03900424763560295,0.26244799737577085,0.0002071376069871081,success,3.529130220413208
pbmc3k,vae,mse,12,9,2700,2000,43,,,in_memory,unknown,,,,0.26895863281355964,36,1714.4375,34.4697265625,-0.0019327153110495307,-0.000697697185442783,-0.12559321522712708,0.26242698307390566,0.0002363150897734552,success,3.070819616317749
pbmc3k,vae,mse,12,9,2700,2000,44,,,in_memory,unknown,,,,0.2620173231319145,23,1714.4375,34.4697265625,0.0005809923839670977,0.00035442588533342697,-0.07112335413694382,0.26248843325508964,0.00021046889775633268,success,2.1761889457702637
pbmc3k,vae,mse,16,9,2700,2000,42,,,in_memory,unknown,,,,0.25706078167314883,34,1714.4375,34.4892578125,0.0012311609391943003,0.0015091732114927343,-0.06714944541454315,0.2624317263232337,0.00016693773144971994,success,3.1585702896118164
pbmc3k,vae,mse,16,9,2700,2000,43,,,in_memory,unknown,,,,0.2690897676679823,36,1714.4375,34.4892578125,-0.001626421609350748,-0.00019092843497423974,-0.2233649343252182,0.26245870020654466,0.000278419421958201,success,2.914803981781006
pbmc3k,vae,mse,16,9,2700,2000,44,,,in_memory,unknown,,,,0.2618832091490428,50,1714.4375,34.4892578125,0.00021618864403334512,-0.0007306376304906509,-0.08630006015300751,0.2624737466264654,0.00022263133623596037,success,4.463912487030029
pbmc3k,vae,mse,24,9,2700,2000,42,,,in_memory,unknown,,,,0.2570345158930178,48,1714.4375,34.5283203125,0.0015480055289478242,-0.00027596584025680167,-0.07924237847328186,0.2623926254113515,0.00028860366565721074,success,4.034238338470459
pbmc3k,vae,mse,24,9,2700,2000,43,,,in_memory,unknown,,,,0.26899970107608373,37,1714.4375,34.5283203125,0.0006801116243781121,0.00095414831054265,-0.04095182940363884,0.2624712627022355,0.00022353498712066172,success,3.1062800884246826
pbmc3k,vae,mse,24,9,2700,2000,44,,,in_memory,unknown,,,,0.2619391377325411,49,1714.4375,34.5283203125,-0.00042875265268029427,0.0019365530691947905,-0.08959786593914032,0.26239432251011885,0.00016939446375788375,success,4.0447022914886475
pbmc3k,vae,mse,32,9,2700,2000,42,,,in_memory,unknown,,,,0.25713314193266407,30,1714.4375,34.5673828125,0.002599819138177302,0.0012929977556806168,-0.19010895490646362,0.2624786632149308,0.0002973542440820771,success,3.036400318145752
pbmc3k,vae,mse,32,9,2700,2000,43,,,in_memory,unknown,,,,0.2691050770106139,24,1714.4375,34.5673828125,-0.0007636260245341708,0.0003855789826333377,-0.11675113439559937,0.26245010353900766,0.000262914201272014,success,2.3435611724853516
pbmc3k,vae,mse,32,9,2700,2000,44,,,in_memory,unknown,,,,0.2619410260959908,50,1714.4375,34.5673828125,0.0007196495263631927,-0.00031034270869149147,-0.036989860236644745,0.26243144913955974,0.0002063564114267947,success,4.60198974609375
pbmc3k,scvi,nb,2,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.5819825679611415,0.7200383844554696,0.30616340041160583,649.5396728515625,0.0003545565756909575,success,20.49244737625122
pbmc3k,scvi,nb,2,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5627850717503315,0.7120832582437258,0.291870653629303,650.5144653320312,0.00034183948635115263,success,12.793038368225098
pbmc3k,scvi,nb,2,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5019426632380547,0.6831146903172571,0.25199684500694275,652.0338745117188,,success,12.766459703445435
pbmc3k,scvi,nb,4,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.5584225077442253,0.6915442053211521,0.2283165603876114,639.6621704101562,0.0003516250650927744,success,12.921035528182983
pbmc3k,scvi,nb,4,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5800200248814916,0.6927952005318008,0.2224576771259308,640.2603759765625,0.0003633979054032066,success,12.846508979797363
pbmc3k,scvi,nb,4,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.557494507508752,0.6910016389957224,0.2072400152683258,640.7890014648438,0.0003641734706453759,success,12.593851089477539
pbmc3k,scvi,nb,8,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.5684531800237074,0.6972901066667395,0.15465085208415985,635.7496337890625,0.00036415563158467536,success,13.18301796913147
pbmc3k,scvi,nb,8,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5019392447580309,0.6729872095122386,0.14365136623382568,635.7499389648438,0.00032487797054380456,success,12.716648817062378
pbmc3k,scvi,nb,8,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5717383594144855,0.698125129091522,0.15007545053958893,635.278564453125,0.00034393136365251707,success,12.951217651367188
pbmc3k,scvi,nb,12,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.5726760946343437,0.6983969014301263,0.12713025510311127,637.923583984375,0.00034848008320258043,success,13.058282375335693
pbmc3k,scvi,nb,12,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5615652999599764,0.6900268976970584,0.12993371486663818,637.7232055664062,0.00036760256891467326,success,12.976526737213135
pbmc3k,scvi,nb,12,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5880620996888868,0.7027067641706807,0.1299891322851181,637.810546875,0.00035866792073902464,success,12.892828941345215
pbmc3k,scvi,nb,16,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.5874341447328315,0.7078965778713036,0.12492919713258743,640.0343627929688,0.00035944530942087446,success,13.125622987747192
pbmc3k,scvi,nb,16,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5103872964743954,0.6801080071415307,0.1209736242890358,639.741455078125,0.00031459396562367846,success,13.03130316734314
pbmc3k,scvi,nb,16,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5409173332952673,0.6759120949670212,0.12143335491418839,640.6533203125,0.0003598077991042794,success,12.933209657669067
pbmc3k,scvi,nb,24,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.6393779845952923,0.7335239432727084,0.11212879419326782,646.4685668945312,0.0003668682553649281,success,12.806789636611938
pbmc3k,scvi,nb,24,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5808602777757682,0.7077833014268744,0.1112143024802208,647.9490966796875,0.0003558532493950404,success,12.729222536087036
pbmc3k,scvi,nb,24,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5619668029779546,0.6989956287109789,0.10988783091306686,647.0194091796875,0.00035436315887984077,success,12.87460970878601
pbmc3k,scvi,nb,32,9,2700,2000,42,,,in_memory,unknown,,,,,50,,,0.6155647904277146,0.7310094766376203,0.10507986694574356,650.754638671875,0.0003674297015593411,success,13.060776233673096
pbmc3k,scvi,nb,32,9,2700,2000,43,,,in_memory,unknown,,,,,50,,,0.5554883577117747,0.6887492014489999,0.10128632932901382,650.3649291992188,0.00035066675942307273,success,12.597668170928955
pbmc3k,scvi,nb,32,9,2700,2000,44,,,in_memory,unknown,,,,,50,,,0.5773710637072994,0.7064471671954978,0.11392153054475784,650.62451171875,0.0003648184922387894,success,12.871216773986816
