dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,vae,mse,2,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,c718311,,,,-0.41007335406762585,,none,0.39567173344117623,1,2.061356544494629,,,,0.33706748485565186,0.33706748485565186,,0.40884229474597505,0.0014358762354158118,success,37.94218373298645
pbmc3k,vae,mse,2,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,c718311,,,,-0.3970333068459122,,none,0.41756654999874254,1,1.0992670059204102,,,,0.36078396439552307,0.36078396439552307,,0.39557935683815565,0.0023493121952943468,success,3.8366565704345703
pbmc3k,vae,mse,2,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,c718311,,,,-0.4061907094937784,,none,0.39914174190273993,1,2.0411300659179688,,,,0.3592333197593689,0.3592333197593689,,0.40508730543984306,0.00257892950364127,success,1.940086841583252
