dataset,model_loss,latent_dim,n_seeds,ari_mean,ari_std,sil_mean,sil_std,recon_mean,recon_std,ari_cv,sil_cv,recon_cv
paul15,ae:mse,24,3,0.29772302297570835,0.012067511091523101,0.19703430434068037,0.01336451320266931,0.5297782086336279,0.004286769959949481,0.0405326768850782,0.06782835733802739,0.008091631347022862
paul15,ae:mse,32,3,0.3219488076959368,0.015774234710407023,0.18640242516994476,0.012590141444403583,0.5287571393672073,0.005760379377849506,0.04899609606662974,0.06754279850664517,0.010894187423631328
paul15,ae:mse,48,3,0.34246253201526106,0.037271528241083554,0.1870396534601847,0.013650111358661355,0.5287985285705408,0.0035717654574701704,0.10883388621159477,0.07297977250351924,0.00675449205035695
paul15,ae:mse,64,3,0.3212574378678362,0.015245006182447878,0.18600495159626004,0.014938068844003994,0.5285620058412517,0.003985821814133712,0.04745417346171951,0.08031006011296073,0.007540878402317124
paul15,ae:nb,2,3,0.20967054942158528,0.014789242880046577,0.3844729959964752,0.026796201444163857,0.6546938864011613,0.00825807808790061,0.07053562324725823,0.06969592591207503,0.012613647781706186
paul15,ae:nb,4,3,0.23558467888195747,0.046122258444850205,0.26997160911560053,0.005120122641318123,0.653216237040812,0.008552689671136196,0.19577783522994005,0.018965411430080084,0.013093198218527804
paul15,ae:nb,6,3,0.22485495880183323,0.034649891590133805,0.26158599058787024,0.03624696448869452,0.6568932969200451,0.010149407900915898,0.1540988545450362,0.13856615336026062,0.01545061876640104
paul15,ae:nb,8,3,0.25149520424794275,0.06239431684410397,0.26354603966077167,0.023990335892330048,0.6543261588565886,0.009306905905711428,0.24809346576084607,0.09102901308329152,0.014223649444147108
paul15,ae:nb,10,3,0.24602207307562204,0.01835548680395786,0.26923973858356476,0.022223303267137798,0.6550631210189745,0.01097991815763692,0.07460910549402519,0.08254094801923262,0.016761618545335387
paul15,ae:nb,12,3,0.21852405029975838,0.03398568076360423,0.23968679209550223,0.02005201328821032,0.6554092865287166,0.009846619008677754,0.1555237545569226,0.08365923342251032,0.015023618387876364
paul15,ae:nb,16,3,0.23327378333333948,0.029516209997690272,0.2712715615828832,0.0347716435362344,0.6571787940713513,0.012269394370108103,0.126530335196359,0.12818020191036655,0.018669796531468708
paul15,ae:nb,20,3,0.2555579338911595,0.05869795755645739,0.24203891555468235,0.014021104275450122,0.6577821857181079,0.008389513801766689,0.22968552242818052,0.05792913194689315,0.012754242945341804
paul15,ae:nb,24,3,0.25749641143683405,0.04769920207053904,0.26092077791690826,0.014174073455541818,0.6576441963804802,0.011038824876524925,0.1852422012577835,0.05432328375188133,0.01678540605585822
paul15,ae:nb,32,3,0.23528543039803204,0.04649040412733177,0.24012267092863712,0.003964415904639841,0.6566431614796612,0.00969788511324394,0.19759151277953768,0.016509960885026303,0.014768881612032629
paul15,ae:nb,48,3,0.25717373959892353,0.028751978692859687,0.22825493415196738,0.010400416857695247,0.6548172212200142,0.009069228017414735,0.11179982348781009,0.0455649158093155,0.013850014513237023
paul15,ae:nb,64,3,0.2554967845699429,0.053153321844121776,0.23778425157070157,0.01274108474375791,0.6545923532001555,0.01002418003771294,0.20803910285442717,0.05358254240806835,0.015313622269962315
paul15,ae:zinb,2,3,0.20368244205826144,0.034008565435471774,0.3966875374317169,0.01958896768772323,0.6509755362957825,0.011686148525095393,0.16696856681315686,0.049381353935514405,0.01795174760574348
paul15,ae:zinb,4,3,0.2239902989809197,0.03617790920913071,0.3077621559302011,0.052798966000837874,0.6493913189249889,0.009413632050581633,0.1615155181886358,0.17155769474402957,0.014496085451473366
paul15,ae:zinb,6,3,0.2387203445800531,0.05785066495383681,0.2725227723519007,0.021546468406177844,0.6526027081650255,0.008409286646510326,0.24233655097811332,0.07906300167222546,0.012885767314934043
paul15,ae:zinb,8,3,0.24262686718368917,0.051519630129421595,0.2853977183500926,0.025972325268440236,0.6529467265975636,0.007820628173843264,0.21234099391975766,0.09100396954323377,0.011977436834082516
paul15,ae:zinb,10,3,0.2383168961808827,0.03739357105172616,0.2647939622402191,0.014940797248818626,0.6528315473534394,0.009767749479357492,0.1569069237262322,0.056424236876158246,0.01496212846783473
paul15,ae:zinb,12,3,0.23417829960649814,0.05798490347711277,0.26954410970211024,0.03302266556428124,0.6532014378406772,0.009345306176581256,0.24761006282199416,0.12251302987394759,0.0143069283611416
paul15,ae:zinb,16,3,0.24922422699319893,0.038725260001434544,0.2727896571159363,0.022364883222107432,0.6531467597854298,0.010174633188797997,0.1553832084008884,0.0819858181521974,0.01557786674489596
paul15,ae:zinb,20,3,0.22835531962847844,0.04480782936847767,0.2509201467037201,0.011033456679835825,0.6550675358382191,0.008529963000518748,0.1962197746975089,0.04397198401475447,0.01302150165265613
paul15,ae:zinb,24,3,0.2379597808693141,0.052619628798941345,0.2650258143742879,0.01869653520129182,0.6538535144739536,0.009108980128469535,0.22112824531402508,0.07054609093621074,0.013931224543157813
paul15,ae:zinb,32,3,0.23499944246846236,0.05060576108570811,0.25952199598153425,0.020881383882452427,0.6549208647456651,0.008077035684232998,0.21534417509309436,0.08046094052057999,0.012332842208912781
paul15,ae:zinb,48,3,0.2428963965303583,0.057224960763727066,0.24255937834580735,0.014132296930121942,0.6544537077747713,0.009310732403664486,0.23559411165070465,0.058263246824347,0.014226724202269708
paul15,ae:zinb,64,3,0.2352831795643722,0.028906568221155907,0.24476269880930582,0.010918803382870147,0.65393303704058,0.009910674166553135,0.12285862625061655,0.04460975236826003,0.015155487802550225
paul15,scvi:nb,2,3,0.40404907182634875,0.012517688424534714,0.38846665620803833,0.010794320608286855,1262.5048421223958,17.15517927753325,0.030980614230725262,0.027786993904841333,0.01358820869842661
paul15,scvi:nb,4,3,0.3372407785343305,0.031921009342795334,0.25248358647028607,0.0037250910231617675,1256.155517578125,18.121058245897718,0.09465346830690534,0.014753794792122698,0.014425807945209859
paul15,scvi:nb,6,3,0.36036272201434033,0.033816080555084775,0.21911961336930585,0.005050902791455186,1254.0667317708333,18.0557607393395,0.09383900855799145,0.02305089313452902,0.014397767105936585
paul15,scvi:nb,8,3,0.3086696083928024,0.026519371574258616,0.18785405655701948,0.0061553666565487535,1253.4163411458333,17.426042339031117,0.08591507182174855,0.032766748663105985,0.013902836405579957
paul15,scvi:nb,10,3,0.3047372804152914,0.02264017449844088,0.16249648233254751,0.010480285501873283,1252.3374430338542,17.74252596772656,0.07429407543306546,0.06449546077203984,0.014167528142210893
paul15,scvi:nb,12,3,0.3344535509840678,0.027701037272891794,0.17930617431799567,0.00880929499968384,1252.1643880208333,17.54811568783835,0.08282476652254582,0.04912990326847721,0.014014226770635798
paul15,scvi:nb,16,3,0.31582428427686465,0.03983404331760363,0.1603410492340723,0.0009550444874233329,1251.4205322265625,18.28896511496811,0.12612723372051865,0.005956331781446189,0.014614563724975705
paul15,scvi:nb,20,3,0.3240805237278381,0.04271370965647155,0.1519356121619542,0.0064953110712256444,1251.4276123046875,18.016716479449247,0.13179968103341627,0.04275041893602952,0.01439693059534528
paul15,scvi:nb,24,3,0.2961647125478129,0.038960086865502126,0.15543743968009946,0.009834303690728225,1251.3092447916667,17.817109923687394,0.13154871331679124,0.06326856458114515,0.014238774306069962
paul15,scvi:nb,32,3,0.3293372497207568,0.017889682385923176,0.16666495303312934,0.016649632598793474,1251.6034342447917,17.542857781257908,0.05432025196388121,0.09989882273259869,0.014016306843903108
paul15,scvi:nb,48,3,0.3203159437763296,0.05971268347662343,0.17627293864885962,0.011573650605384428,1251.9282633463542,17.826942714875297,0.18641808076315938,0.06565755750200232,0.014239588031365784
paul15,scvi:nb,64,3,0.3144728142980571,0.026022824331535375,0.18348779777685797,0.00849626981383262,1252.4071858723958,17.09361536983033,0.08275063264092189,0.046304276997018896,0.013648608505805836
paul15,scvi:zinb,2,3,0.4020591430463618,0.014838296804587968,0.39195353786150616,0.013205730027198988,1261.3479817708333,16.752259237908294,0.03690575643214996,0.03369208018697648,0.013281235218206353
paul15,scvi:zinb,4,3,0.3394947854554647,0.02809532783286577,0.262276550134023,0.019761029728540443,1255.6512858072917,17.711960472450954,0.08275628680179345,0.07534424910821261,0.01410579567165693
paul15,scvi:zinb,6,3,0.31998434227590883,0.045361206080325636,0.20969527463118234,0.004010500466951042,1254.1006266276042,18.356179395645317,0.14176070540730584,0.01912537358795909,0.014636927058243187
paul15,scvi:zinb,8,3,0.34092777707876687,0.01484668335048084,0.18105792005856824,0.011534509832433992,1253.1551106770833,17.981074080939763,0.04354788418149545,0.06370618765919123,0.014348642021836017
paul15,scvi:zinb,10,3,0.29361740955200005,0.03382941592652142,0.1699593166510264,0.006739792105605134,1252.2246907552083,17.449179127459423,0.11521597434613352,0.039655325982769135,0.013934543262308573
paul15,scvi:zinb,12,3,0.2968555684868793,0.037208019821430474,0.16637066503365833,0.009260189099184819,1252.0954182942708,18.019610884764987,0.12534048126867134,0.05565998727787375,0.01439156363123914
paul15,scvi:zinb,16,3,0.3174342475439895,0.03869425708344552,0.16103357573350263,0.014391742419107362,1251.8578694661458,17.85905109335959,0.12189692001674561,0.08937106658380682,0.014266037326566134
paul15,scvi:zinb,20,3,0.3379771462825243,0.01792408524350434,0.14811054368813828,0.007921891649023823,1251.7941080729167,18.074713033168496,0.05303342382955418,0.05348634507550095,0.01443904625896805
paul15,scvi:zinb,24,3,0.3352943121636331,0.048420467028755305,0.15419507523377735,0.006098176081895182,1251.9845784505208,17.929877762765024,0.14441183542989763,0.039548449084055706,0.014321165029808411
paul15,scvi:zinb,32,3,0.3165914511459487,0.03301531985421063,0.1584649433692296,0.006794391479060056,1251.35009765625,18.189930965160595,0.1042836745424012,0.04287630648520698,0.014536244492432548
paul15,scvi:zinb,48,3,0.3103418485271042,0.04431557828581303,0.1768260896205902,0.007494766493211277,1251.7458902994792,17.57634662547374,0.1427960118692876,0.04238495862964874,0.014041465413773886
paul15,scvi:zinb,64,3,0.3192947146268705,0.04936931750421811,0.18151619036992386,0.0025797448311367923,1252.2925618489583,17.669863928077973,0.15461990206105153,0.014212202370925478,0.014110012681053658
paul15,vae:mse,2,3,0.016355943400385667,0.0038663559505865194,0.35697752237319946,0.018342375521600247,0.6649795201526311,0.0027825676424119896,0.23638844033266537,0.05138243831056777,0.004184441111469589
paul15,vae:mse,4,3,0.0160400362249051,0.010214568125671963,0.2055671761433283,0.013686997697287552,0.6649381548930436,0.002789426420789651,0.6368170235059677,0.06658163017107614,0.004195016333869929
paul15,vae:mse,6,3,0.014478719373290498,0.006960072196366662,0.14714329441388443,0.020985184207619356,0.6648205517266987,0.004077005482403568,0.4807104839124239,0.14261733292848713,0.0061324901461222965
paul15,vae:mse,8,3,0.012740641048617668,0.003180962212670946,0.14746033151944474,0.031497407103230554,0.6656965808408456,0.0038788500487268755,0.24967049935184174,0.21359918819304413,0.005826753749925342
paul15,vae:mse,10,3,0.013753994447085867,0.0032417599380344334,0.14559898525476453,0.019164756724927203,0.6663413253750411,0.0034175666666243455,0.2356958882385824,0.13162699376917575,0.005128852941397286
paul15,vae:mse,12,3,0.0153733184959561,0.008478554162810683,0.15667654573917383,0.053341506638795576,0.6667368593961182,0.004089186412643449,0.5515109938716835,0.34045623349135784,0.006133133866855864
paul15,vae:mse,16,3,0.008409915231211132,0.006449559184274149,0.14315406481424964,0.008163678536656097,0.6658135595775786,0.003878785867443661,0.766899428467287,0.05702722131745909,0.005825633635194413
paul15,vae:mse,20,3,0.00928037612487726,0.008592629085159712,0.1798640539248784,0.04116833477490342,0.6674212779899801,0.0052126766354927455,0.9258923312521836,0.228885838368225,0.007810174484085003
paul15,vae:mse,24,3,0.007824552218337767,0.007411230791725576,0.11758987357219057,0.01302690752866533,0.6676043225440932,0.0029515023489375155,0.9471763475942403,0.11078256258748227,0.004421035408653421
paul15,vae:mse,32,3,0.020509312332571635,0.008120337092034177,0.12303114930788672,0.022958970058279196,0.6686637140310147,0.004576693362679684,0.3959341473940087,0.18661103458299114,0.006844536747910628
paul15,vae:mse,48,3,0.014401433234767965,0.005455373969009261,0.12354358285665508,0.01510933344049897,0.666989776241037,0.006038340886068622,0.37880771171017114,0.12229962164874236,0.009053123602731932
paul15,vae:mse,64,3,0.013839485703893033,0.002198532856220252,0.11029484122991556,0.006276324384842217,0.6680104768174328,0.0034635933675790428,0.15885943330985247,0.05690496776507325,0.005184938691501455
paul15,vae:nb,2,3,0.23599004209308339,0.017798953695659533,0.36875514189402264,0.015846074049932976,0.6617031095956563,0.01861030241523811,0.07542247773589936,0.04297180499922904,0.028124852589268046
paul15,vae:nb,4,3,0.3035081335067514,0.06605781483106082,0.2365648249785105,0.009960145849374293,0.6499739942096528,0.00838393379213588,0.21764759338678943,0.04210324104726504,0.012898875750145158
paul15,vae:nb,6,3,0.2866436301873392,0.010571639569755374,0.21358936528364816,0.011748224345642435,0.6506977207203634,0.011265327464099126,0.03688077618486118,0.055003788835837925,0.017312689295465332
paul15,vae:nb,8,3,0.29020556290503524,0.05583833412714881,0.2039922525485356,0.02740137868861622,0.6476987891435915,0.008774910383816507,0.19240959259427062,0.134325585144939,0.013547825827216661
paul15,vae:nb,10,3,0.30436444454766565,0.03435671448235619,0.22310351332028702,0.013971264772577286,0.6493790387670636,0.010130883644767356,0.11288018393020834,0.06262234316552498,0.015600878747183229
paul15,vae:nb,12,3,0.31107050910188855,0.02373604287824863,0.21755937238534287,0.009184958985791155,0.6488856355203668,0.009345386400675,0.07630438175183649,0.04221817191825082,0.014402208785498185
paul15,vae:nb,16,3,0.2880616290554601,0.0460186277136929,0.2224857409795125,0.005626538058248564,0.6497931112882127,0.008649161961088924,0.1597527163356873,0.025289432183281724,0.013310639664895783
paul15,vae:nb,20,3,0.32358622497160683,0.04132801769763112,0.2101192474365234,0.0024252796097921775,0.6493985842872453,0.008995973005026714,0.12771871763471224,0.0115423962315725,0.013852775818568107
paul15,vae:nb,24,3,0.32518015060488165,0.037440403906623274,0.2131632715463638,0.011018598407436717,0.6493046475854113,0.008628257985349106,0.11513742101717697,0.05169088618083126,0.013288458687975312
paul15,vae:nb,32,3,0.2877008238099416,0.006462346303343438,0.21747093399365738,0.01594722895264053,0.6483556760682,0.01010226330480179,0.02246203614492441,0.07333039252549325,0.015581360166482356
paul15,vae:nb,48,3,0.29811902544643215,0.031534613440918825,0.22096493343512214,0.015382700960493805,0.6498883270518684,0.00880257312893587,0.10577860099232465,0.06961602785271964,0.013544747247373357
paul15,vae:nb,64,3,0.304231024071653,0.030909471434660038,0.21534300347169236,0.009967004090117332,0.6490870605021606,0.00894818951068202,0.10159868320129044,0.046284318178127073,0.01378580787569441
paul15,vae:zinb,2,3,0.2556985835574825,0.01638618993401501,0.37127018968264264,0.01883281502713949,0.6519544045275966,0.008949310589522497,0.06408400745141907,0.0507253626886596,0.013726896432285215
paul15,vae:zinb,4,3,0.30113037006485893,0.040292265245899836,0.23731338481108344,0.009902081773767201,0.6483997535938454,0.011087285581968875,0.1338033929863052,0.041725761830289886,0.01709945989417186
paul15,vae:zinb,6,3,0.30661671791522305,0.04106647177561531,0.21010533471902212,0.018829052842812572,0.6489159847644951,0.009836318668924553,0.1339342226830888,0.08961720495099768,0.015158077316425414
paul15,vae:zinb,8,3,0.31053639709080855,0.046858408523251516,0.21506926914056135,0.023517790350059343,0.6484502257008256,0.009327001847275557,0.15089506081166051,0.10934984083983185,0.014383527798444689
paul15,vae:zinb,10,3,0.30758518358217285,0.04015020413992821,0.20798373719056443,0.015072859612514748,0.6477719153822269,0.008725399750751829,0.1305336091691227,0.07247133750031758,0.013469864227755667
paul15,vae:zinb,12,3,0.3136026462424863,0.015111568662576532,0.21424088875452674,0.010887030819740432,0.6477838876919869,0.008290885696712274,0.04818699345697436,0.050816773973592834,0.012798845192417762
paul15,vae:zinb,16,3,0.30408001799735523,0.0709555241673673,0.22608864804108933,0.019448625946247793,0.6482128457999783,0.008995573092860818,0.23334490912844016,0.08602212501493309,0.0138774989590944
paul15,vae:zinb,20,3,0.3034068685643936,0.0508893198456956,0.21230375270048774,0.004458858045695303,0.6482134879144849,0.008774100613543383,0.16772632764210182,0.021002257326961794,0.013535819258825575
paul15,vae:zinb,24,3,0.31312632798271794,0.0038978451678052307,0.22990770141283667,0.012827133982328631,0.6477672171680046,0.009142061756721965,0.012448155327329615,0.05579253719428661,0.014113189915183504
paul15,vae:zinb,32,3,0.29244602811146464,0.05465383559448218,0.22161955634752906,0.004181544744778939,0.6483112661684244,0.010678710363811919,0.1868852039038502,0.01886812163012238,0.016471579195166574
paul15,vae:zinb,48,3,0.3161533829657614,0.04381071215647838,0.24005948007106778,0.021107094490267195,0.648288805770059,0.008306786107798062,0.1385742317399873,0.08792443641058707,0.012813403584735643
paul15,vae:zinb,64,3,0.3307984201961305,0.03958374609586552,0.23950298627217606,0.0009239713208211418,0.6482892553884905,0.009545032978949248,0.11966123076523856,0.0038578697293198756,0.01472341690011404
scvi_pbmc12k,ae:mse,2,2,0.6407414602487755,0.034446035211616696,0.5320504307746887,0.012113172849424989,0.34084577931773175,0.0014983049978288404,0.053759647765328954,0.02276696371016499,0.004395844363477187
scvi_pbmc12k,ae:mse,4,2,0.6453718051423465,0.02131241938383551,0.4145457297563553,6.716100310210964e-05,0.3357346000723087,0.0015658885415419188,0.03302347455221527,0.00016201108413680388,0.004664066620493289
scvi_pbmc12k,ae:mse,8,2,0.6421981999977046,0.019220334794638087,0.3620637357234955,0.0002495514900330232,0.3336417999885995,0.001943213985284937,0.02992897643547862,0.0006892474042846513,0.005824252193074538
scvi_pbmc12k,ae:mse,16,2,0.6806592629523297,0.020427847114451954,0.39072950184345245,0.02852656757899224,0.33310738638403814,6.147699615402054e-05,0.03001185501516142,0.0730084814287239,0.0001845560881173135
scvi_pbmc12k,ae:mse,24,2,0.6734678399366552,0.029359216189668635,0.386877104640007,0.023161105176161403,0.33317719102900056,0.0021891955423395024,0.043594087866809045,0.05986682824695207,0.006570664503108046
scvi_pbmc12k,ae:mse,32,2,0.6791787900756266,0.03599552095964885,0.3851637542247772,0.015237012967355452,0.3329150119456179,0.0014165558948161434,0.05299859401622472,0.03955983085174547,0.004255007566458252
scvi_pbmc12k,ae:nb,2,2,0.511871498441234,0.07352489811972014,0.4434170424938202,0.020492050627087744,0.34147587965387816,0.000835455851879665,0.14363936719200093,0.04621394457876151,0.002446602825143866
scvi_pbmc12k,ae:nb,4,2,0.5993173655562536,0.060008032764810273,0.41663244366645813,0.0035469944769798787,0.33827596026673923,6.831517293034089e-05,0.10012730518681717,0.008513486001631411,0.0002019510132392282
scvi_pbmc12k,ae:nb,8,2,0.6367592474878258,0.015254042079068383,0.34903600811958313,0.02036691663385888,0.3377934842556093,0.0002887336996922729,0.02395574487414103,0.05835190685220356,0.0008547639701474742
scvi_pbmc12k,ae:nb,16,2,0.6426997129721117,0.0021562273494844892,0.3550789952278137,0.024607226768842947,0.3375756573786429,0.0002670355775900235,0.003354953030106695,0.06930071082648889,0.0007910391989269005
scvi_pbmc12k,ae:nb,24,2,0.641575970358761,0.01094421808482524,0.34081190824508667,0.0112010307539522,0.3379058861130968,0.00047539425292529656,0.01705833539667231,0.03286572588272722,0.001406883610089534
scvi_pbmc12k,ae:nb,32,2,0.6783935513789068,0.0159083543572414,0.31944210827350616,0.02864407299264067,0.3369975297077185,0.0005436128993784654,0.023450037702902663,0.08966905818225952,0.0016131064813737555
scvi_pbmc12k,scvi:nb,2,2,0.6632987213157611,0.031191912678410424,0.5381031334400177,0.011913691815422928,671.4268798828125,1.0738666338796188,0.047025437673897795,0.0221401643570822,0.0015993798670482868
scvi_pbmc12k,scvi:nb,4,2,0.6662135919395632,0.02761593570713133,0.40721380710601807,0.02341181570452838,667.0157470703125,0.9251428809518331,0.041452074891976325,0.05749268638730885,0.0013869880658969067
scvi_pbmc12k,scvi:nb,8,2,0.569177324501322,0.07309630484627304,0.2507851049304008,0.005170080149846477,664.1533508300781,0.09801266479947811,0.12842448512915638,0.020615579028432748,0.00014757535240465027
scvi_pbmc12k,scvi:nb,16,2,0.5358984255849695,0.003922297213714458,0.18618702143430704,0.017191710044305874,661.9210205078125,0.7773686122273007,0.007319105685807912,0.09233570585032254,0.0011744129407325955
scvi_pbmc12k,scvi:nb,24,2,0.55665214751406,0.03894921984248561,0.16876210272312164,0.0006691233669589537,661.4591369628906,0.4258436651591592,0.06997048339151844,0.003964891146543405,0.0006437943651582668
scvi_pbmc12k,scvi:nb,32,2,0.57769402368337,0.051561038471798354,0.16945830732583994,0.026570332142071232,661.1241760253906,0.3684430292352024,0.08925319694852615,0.15679568952014217,0.0005572977703678049
scvi_pbmc12k,vae:mse,2,2,0.0237800629440676,0.02996193087890254,0.32075902819633484,0.004268042761304195,0.4037041718309575,0.0005032917581386648,1.2599601165638263,0.013306072116828304,0.00124668456076646
scvi_pbmc12k,vae:mse,4,2,0.03090704236323745,0.040696665917876254,0.19535049796104426,0.005436016227238081,0.4037242450373087,0.0006150699985921096,1.3167441076886452,0.02782698935490864,0.001523490367875405
scvi_pbmc12k,vae:mse,8,2,0.01827799435465025,0.013956867206097874,0.15936600416898722,0.011654162059004998,0.4038461388599087,0.0005006720801692823,0.7635885499957492,0.0731282817798911,0.001239759482615635
scvi_pbmc12k,vae:mse,16,2,0.0194208223539148,0.004175466382855373,0.1878031194210052,0.05004424069116836,0.4036913975464293,0.0006467371334030156,0.21499946329583172,0.2664718288250705,0.0016020582487855297
scvi_pbmc12k,vae:mse,24,2,0.020502084583984698,0.000715929029596796,0.23927094042301175,0.05847004898464793,0.403677363150611,0.000520622391094199,0.03491981640520825,0.24436753113970963,0.001289699246524151
scvi_pbmc12k,vae:mse,32,2,0.022499768706625248,0.003109884547308858,0.23790831118822092,0.04180983177348885,0.4037541280173579,0.0006950454891039686,0.1382185118371073,0.17573926511718643,0.0017214572951043308
scvi_pbmc12k,vae:nb,2,2,0.6154683765589366,0.017685360614461,0.4758147001266479,0.010934072615484217,0.34107131742755004,0.0004776178946405291,0.02873479985005772,0.02297968644637059,0.0014003461160054425
scvi_pbmc12k,vae:nb,4,2,0.5530288144633372,0.039436662928694056,0.3500997722148895,0.011175658351148721,0.3384417882181387,0.00020223683680112078,0.07131032217003676,0.03192135282021594,0.0005975527959058395
scvi_pbmc12k,vae:nb,8,2,0.5283458725957599,0.0059360779102726,0.3285439610481262,0.026117896260018883,0.3383050746625418,0.0004183304255090566,0.011235212042272019,0.07949589509025566,0.0012365478878090725
scvi_pbmc12k,vae:nb,16,2,0.5985330217353482,0.10805960948292632,0.3614909499883652,0.02352900501681298,0.3385057285291339,0.0003662779427447894,0.18054076476787403,0.06508878027947941,0.0010820435575383926
scvi_pbmc12k,vae:nb,24,2,0.5980362402798545,0.11149673415104534,0.33683645725250244,0.04522908968934422,0.33830305338651556,0.0003640674829046525,0.18643808960284716,0.13427611149418775,0.0010761578391333664
scvi_pbmc12k,vae:nb,32,2,0.6814694216016282,0.03034311963756716,0.38019540905952454,0.0089527914138356,0.3387221504590032,0.0006178898477281824,0.04452601786042437,0.023547868281686493,0.001824179041408654
ts1_all_cells,ae:nb,8,1,0.0075996458963861,,0.6741578578948975,,0.2113888554619838,,,,
ts1_all_cells,ae:nb,16,1,0.0078098258390874,,0.7006580829620361,,0.2088949963572562,,,,
ts1_all_cells,ae:nb,24,1,0.0070950890502729,,0.672347366809845,,0.2139337083227795,,,,
ts1_all_cells,ae:nb,32,1,0.0054675712487034,,0.704024612903595,,0.2049097341756491,,,,
ts1_all_cells,scvi:nb,4,1,0.2387640297294938,,0.2670044898986816,,285.8822631835937,,,,
ts1_all_cells,scvi:nb,6,1,0.2643031220524316,,0.238647311925888,,282.175048828125,,,,
ts1_all_cells,scvi:nb,8,2,0.2676840830828185,0.01251433459399194,0.2141652703285217,0.0022035847541193674,278.5538635253906,0.7347712981995221,0.04675038743383238,0.01028917877646151,0.0026378068819445637
ts1_all_cells,scvi:nb,10,1,0.2703901399451687,,0.2041497677564621,,278.1000061035156,,,,
ts1_all_cells,scvi:nb,12,1,0.2666423960120172,,0.1921008825302124,,276.550048828125,,,,
ts1_all_cells,scvi:nb,16,2,0.26436728992796177,0.006028594585519043,0.16788861155509943,0.004844232327296637,274.7942352294922,2.161004467418348,0.022803859687640603,0.028853847097942118,0.007864082249082128
ts1_all_cells,scvi:nb,24,2,0.25609456573439837,0.0010970272563005103,0.136025495827198,0.0026707088128776943,272.10520935058594,0.894176748413909,0.004283680339544037,0.019633884049726005,0.003286143438958691
ts1_all_cells,scvi:nb,32,2,0.2614299746312218,0.0156521940986673,0.1338090747594833,0.00042403944286810484,271.78594970703125,2.0665955267539657,0.059871459348709306,0.0031689886775639058,0.007603761448969787
ts2_lung,scvi:nb,4,1,0.3709785844589283,,0.2893054783344269,,5891.90478515625,,,,
ts2_lung,scvi:nb,6,1,0.3834108191233905,,0.2647777795791626,,5869.140625,,,,
