dataset,model_type,loss_type,latent_dim,K,n_cells,n_genes,seed,batch_key,label_key,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,reconstruction_loss,centrality_variance,status,runtime_seconds
paul15,ae,mse,24,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.5559359830377739,30,2434.40625,34.833984375,0.0002154254419178804,0.0002688393686521511,-0.16077643632888794,0.5689027089339036,0.0003619451998711966,success,3.380689859390259
paul15,ae,mse,24,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.5791123166625753,30,2434.40625,34.833984375,-0.0003534069005583739,0.0017342919963621104,-0.23041100800037384,0.5689466207018702,0.00036007010650919636,success,4.499262571334839
paul15,vae,mse,4,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.6497971845633818,28,2434.40625,34.4306640625,-0.001164400673659878,0.0002676118109058523,-0.18456420302391052,0.6499108745938256,0.000333354894837768,success,3.070366144180298
paul15,vae,mse,4,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.6467434298861158,23,2434.40625,34.4306640625,0.001377231659383788,0.002923552386022414,-0.47279098629951477,0.6495886914896004,0.00034156215435294693,success,2.8218154907226562
paul15,vae,mse,4,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.6542259832441588,30,2434.40625,34.4306640625,-0.0012017797907361255,0.0003858647592601573,-0.11125392466783524,0.6496331113598722,0.00034241859021870804,success,3.1585707664489746
paul15,vae,mse,8,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.6498738601530865,30,2434.40625,34.4501953125,-0.0018597373664653264,0.0006452977457064328,-0.2931571900844574,0.6496837610726828,0.00029217095245195565,success,3.0832457542419434
paul15,vae,mse,8,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.6467773471123133,27,2434.40625,34.4501953125,0.00023325297684709286,-0.0007465966150650204,-0.2816866934299469,0.64956845612753,0.0003405338489253802,success,2.89385986328125
paul15,vae,mse,8,19,2730,2000,44,,paul15_clusters,in_memory,unknown,,,,0.6541211546122373,24,2434.40625,34.4501953125,-0.0033432620553433064,-0.002192170195728844,-0.5057551264762878,0.6495353662924015,0.00031220574864078887,success,3.2265045642852783
paul15,vae,mse,16,19,2730,2000,42,,paul15_clusters,in_memory,unknown,,,,0.6498296182234209,26,2434.40625,34.4892578125,0.0011142436000765167,-0.0009388994259684736,-0.2891711890697479,0.6496092650916551,0.000335351009607769,success,2.778899908065796
paul15,vae,mse,16,19,2730,2000,43,,paul15_clusters,in_memory,unknown,,,,0.6467864404231201,28,2434.40625,34.4892578125,-0.0016025221407898198,-0.00026519198034523757,-0.34065482020378113,0.6495779403836736,0.0002611789363650006,success,2.984328031539917
