dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
pbmc3k,scvi,nb,2,9,2700,270,test,2000,42,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,-1275.4736328125,,,1,,,,,0.4397454559803009,0.4397454559803009,,1274.0750732421875,0.002705168696420187,success,26.784801244735718
pbmc3k,scvi,nb,2,9,2700,270,test,2000,43,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,-1138.6925048828125,,,1,,,,,0.42921820282936096,0.42921820282936096,,1137.4111328125,0.0023066706322288555,success,2.773435592651367
pbmc3k,scvi,nb,2,9,2700,270,test,2000,44,,,unknown,False,disabled_no_ground_truth(label_source=unknown),in_memory,unknown,,,,-1098.9039306640625,,,1,,,,,0.4691501259803772,0.4691501259803772,,1105.748779296875,0.0030636861274716187,success,2.3490607738494873
